Consultant.Name,Recruiter,CreatedDateTime,Organization.Name,Count,KeyTags
panipuri paru,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-08T07:23:22.587Z,Rig Enterprise App Pvt. Ltd.,8,"[""functional specifications"",""test execution"",""manual testing"",""html"",""jira""]"
Pokuri Govind,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-12T09:41:57.720Z,Rig Enterprise App Pvt. Ltd.,11,"[""requirement gathering"",""sql server 2008 r2"",""sql server 2012"",""ms sql server"",""unit testing"",""sql server"",""management"",""rest api"",""analysis"",""testing"",""qr code"",""dot net"",""asp.net"",""mvc 4"",""html"",""ajax"",""sql"",""api"",""mvc"",""c#""]"
,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-05T13:23:26.462Z,Rig Enterprise App Pvt. Ltd.,3,"[""designing"",""automation testing"",""defect reporting"",""test automation"",""manual testing"",""test scenarios"",""frameworks"",""modular"",""testing"",""jenkins"",""training"",""agile"",""stlc""]"
Pardha UVN,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-04T11:32:32.497Z,Rig Enterprise App Pvt. Ltd.,3,"[""management"",""ms sql server reporting services"",""software development life cycle"",""sql server reporting services"",""object oriented programming"",""ado.net entity framework"",""test driven development"",""extensibility framework"",""team foundation server"",""angular js controllers"",""business logic layer"",""integration testing"",""agile methodologies"",""windows server 2003"",""visual studio 2012"",""investment banking"",""sql server 2008 r2"",""performance tuning"",""javascript/jquery"",""asp.net web forms"",""data access layer"",""stored procedures"",""wcf web services"",""entity framework"",""technical design"",""restful services"",""xml web services"",""crystal reports"",""system testing"",""user interface"",""html5 and css3"",""business logic"",""multithreading"",""ms sql server"",""user controls"",""authorization"",""documentation"",""visual studio"",""windows 2003"",""web services"",""classic asp"",""maintaining"",""programming"",""sql server"",""nhibernate"",""angular js"",""ms visual"",""framework"",""sql 2008"",""kendo ui"",""trading"",""loading"",""writing"",""web api"",""testing"",""windows"",""ado.net"",""asp.net"",""c#.net"",""jquery"",""pl/sql"",""vb.net"",""agile"",""kendo"",""html5"",""t-sql"",""wcsf"",""mvc3"",""mvc4"",""css3"",""safe"",""sdlc"",""xslt"",""ssrs"",""ssis"",""ajax"",""html"",""uml"",""soa"",""svn"",""ide"",""uat"",""xmi"",""xsd"",""oop"",""ssl"",""wcf"",""asp"",""mvc"",""xml"",""sql"",""c#""]"
padma rama,"{""_id"":""5925393bd864c31bc0c1fce6""}",2017-07-04T11:28:09.357Z,New Company,1,"[""windows enterprise server"",""microsoft windows server"",""emc networker legato"",""sql server 2005/2008"",""windows server 2003"",""sql server 2008 r2"",""maintenance plans"",""disaster recovery"",""sql server 2005"",""database engine"",""sql server 2012"",""sql queries"",""maintenance"",""production"",""sql server"",""clusters"",""windows"",""mongo"",""t-sql"",""ssrs"",""ssis"",""uat"",""dta"",""sql"",""qa""]"
Arvind Korivi,"{""_id"":""59253bf2d864c31bc0c1fe46"",""ModifiedDateTime"":{""$date"":""2017-06-29T10:30:27.888Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253bf2d864c31bc0c1fe46.png?v=20170804094809"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70897"",""Contact"":{""Name"":""vinu rec"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""vinurec@getnada.com"",""MobileNo"":""+16416464114"",""FirstName"":""vinu"",""LastName"":""rec"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-04T12:00:34.206Z,Abrakadabra,1,"[""sql server integration services"",""logical database design"",""information management"",""team foundation server"",""sql server clustering"",""business requirements"",""sql server 2005/2000"",""windows server 2000"",""sql server 2000 dts"",""windows server 2008"",""visual studio 2005"",""mortgage servicing"",""performance point"",""sharepoint server"",""stored procedures"",""sql server 2005"",""database engine"",""database design"",""sql server 2012"",""visual studio"",""ms sql server"",""sql profiler"",""ssrs reports"",""data driven"",""sql queries"",""replication"",""star schema"",""ssis. pmas"",""flat files"",""healthcare"",""clustering"",""management"",""sql server"",""mainframe"",""snowflake"",""mirroring"",""ms access"",""ms excel"",""lodestar"",""sql 2005"",""ssis etl"",""pharmacy"",""sql 2008"",""analysis"",""asp.net"",""ms-sql"",""as/400"",""oracle"",""vb.net"",""cobol"",""erwin"",""excel"",""t-sql"",""safe"",""ssas"",""ssrs"",""ssis"",""olap"",""apt"",""db2"",""xml"",""sql"",""vss"",""dts"",""etl"",""vb"",""c#""]"
Eduardo Bores,"{""_id"":""59253bf2d864c31bc0c1fe46"",""ModifiedDateTime"":{""$date"":""2017-06-29T10:30:27.888Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253bf2d864c31bc0c1fe46.png?v=20170804094809"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70897"",""Contact"":{""Name"":""vinu rec"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""vinurec@getnada.com"",""MobileNo"":""+16416464114"",""FirstName"":""vinu"",""LastName"":""rec"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-04T12:27:15.015Z,Abrakadabra,1,"[""logistics invoice verification"",""material determination"",""variant configuration"",""invoice verification"",""electronic payments"",""service management"",""system monitoring"",""scheduling tools"",""delivery process"",""sap supply chain"",""billing process"",""abap workbench"",""data migration"",""reconciliation"",""foreign trade"",""direct input"",""sap solution"",""acquisitions"",""supply chain"",""freightview"",""sales order"",""programming"",""sapscripts"",""automotive"",""production"",""ms project"",""automation"",""brazilian"",""fi module"",""workbench"",""screening"",""inventory"",""logistics"",""six sigma"",""sap abap"",""accounts"",""analysis"",""training"",""trading"",""sap r/3"",""testing"",""writing"",""storage"",""planned"",""vendors"",""sap crm"",""sap ecc"",""sap srm"",""taxware"",""billing"",""sap sd"",""bapi"",""eccn"",""rfid"",""abap"",""lis"",""tsw"",""etl"",""srm"",""ots"",""dts"",""crm"",""xml"",""mrp"",""edi"",""fi"",""sap""]"
Eduardo John Bores,"{""_id"":""59253bf2d864c31bc0c1fe46"",""ModifiedDateTime"":{""$date"":""2017-06-29T10:30:27.888Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253bf2d864c31bc0c1fe46.png?v=20170804094809"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70897"",""Contact"":{""Name"":""vinu rec"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""vinurec@getnada.com"",""MobileNo"":""+16416464114"",""FirstName"":""vinu"",""LastName"":""rec"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-11T07:04:26.973Z,Abrakadabra,3,"[""determination"",""scheduling"",""methodology"",""logistics invoice verification"",""material determination"",""variant configuration"",""invoice verification"",""electronic payments"",""service management"",""production support"",""system monitoring"",""scheduling tools"",""delivery process"",""sap supply chain"",""billing process"",""abap workbench"",""data migration"",""reconciliation"",""foreign trade"",""direct input"",""sap solution"",""acquisitions"",""supply chain"",""freightview"",""sales order"",""programming"",""sapscripts"",""automotive"",""production"",""ms project"",""automation"",""brazilian"",""fi module"",""workbench"",""screening"",""inventory"",""logistics"",""six sigma"",""sap abap"",""accounts"",""analysis"",""training"",""trading"",""sap r/3"",""testing"",""writing"",""storage"",""planned"",""vendors"",""sap crm"",""sap ecc"",""sap srm"",""billing"",""sap sd"",""asap"",""bapi"",""itil"",""eccn"",""rfid"",""abap"",""lis"",""tsw"",""etl"",""srm"",""ots"",""dts"",""crm"",""xml"",""mrp"",""edi"",""fi"",""sap""]"
autojs Nienow,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-04T12:29:08.757Z,Rig Enterprise App Pvt. Ltd.,1,"[""ado.net sql server 2005"",""cascading style sheets"",""javascript iis 6.0"",""visual studio 2010"",""visual basic .net"",""stored procedures"",""expression blend"",""entity framework"",""crystal reports"",""design patterns"",""office 365 rest"",""asp.net mvc 4.0"",""sql server 2005"",""user interface"",""microsoft .net"",""asp.net mvc 4"",""core banking"",""web controls"",""unit testing"",""data caching"",""vb 6.0 excel"",""wcf services"",""web services"",""asp.net 2.0"",""apache solr"",""silverlight"",""data access"",""controllers"",""asp.net mvc"",""production"",""sql server"",""framework"",""windows 7"",""wcf mvvm"",""analysis"",""iis 5.0"",""iis 6.0"",""sorting"",""web api"",""windows"",""testing"",""ado.net"",""asp.net"",""spring"",""django"",""retail"",""excel"",""dhtml"",""html5"",""cart"",""json"",""vsto"",""mvvm"",""css3"",""http"",""lisa"",""xslt"",""html"",""safe"",""xsd"",""api"",""lld"",""crm"",""asp"",""vss"",""xsl"",""soa"",""wpf"",""mvc"",""sql"",""css"",""wcf"",""xml"",""vb"",""c#""]"
,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-02T13:09:08.549Z,Rig Enterprise App Pvt. Ltd.,2,"[""onsite-offshore co-ordination"",""external definitions"",""causal analysis"",""sap master data"",""craftsmanship"",""system design"",""deliverables"",""sap srm 7.0"",""crossworlds"",""production"",""inventory"",""mq series"",""sap fico"",""ansi x12"",""analysis"",""sap r/3"",""edifact"",""vendors"",""payroll"",""sap crm"",""sap ecc"",""sap fs"",""sap bi"",""xi 3.0"",""oracle"",""sphere"",""sap xi"",""juris"",""fs-cd"",""lean"",""wsdl"",""ipad"",""java"",""unix"",""jdbc"",""sftp"",""abap"",""bdc"",""pgp"",""ras"",""as2"",""edi"",""ics"",""srm"",""crm"",""ecc"",""b2b"",""jms"",""sap"",""pr"",""qa""]"
durga prasad,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-05T06:45:09.412Z,Rig Enterprise App Pvt. Ltd.,2,[]
autojs Kozey,"{""_id"":""59522d10d864c30cac0b4e46""}",2017-07-05T06:59:39.624Z,New Company,1,"[""ado.net sql server 2005"",""cascading style sheets"",""javascript iis 6.0"",""visual studio 2010"",""visual basic .net"",""stored procedures"",""expression blend"",""entity framework"",""crystal reports"",""design patterns"",""office 365 rest"",""asp.net mvc 4.0"",""sql server 2005"",""user interface"",""microsoft .net"",""asp.net mvc 4"",""core banking"",""web controls"",""unit testing"",""data caching"",""vb 6.0 excel"",""wcf services"",""web services"",""asp.net 2.0"",""apache solr"",""silverlight"",""data access"",""controllers"",""asp.net mvc"",""production"",""sql server"",""framework"",""windows 7"",""wcf mvvm"",""analysis"",""iis 5.0"",""iis 6.0"",""sorting"",""web api"",""windows"",""testing"",""ado.net"",""asp.net"",""spring"",""django"",""retail"",""excel"",""dhtml"",""html5"",""cart"",""json"",""vsto"",""mvvm"",""css3"",""http"",""lisa"",""xslt"",""html"",""safe"",""xsd"",""api"",""lld"",""crm"",""asp"",""vss"",""xsl"",""soa"",""wpf"",""mvc"",""sql"",""css"",""wcf"",""xml"",""vb"",""c#""]"
Nidhi Shivan,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-08T07:00:01.828Z,Rig Enterprise App Pvt. Ltd.,39,"[""microsoft enterprise library"",""user defined functions"",""team foundation server"",""collateral management"",""inventory management"",""session management"",""visual studio 2010"",""sql server 2008 r2"",""visual studio 2008"",""enterprise library"",""stored procedures"",""windows services"",""entity framework"",""sql server 2005"",""wcf web service"",""decomposition"",""visual studio"",""wcf services"",""web services"",""order entry"",""management"",""mainframes"",""sql server"",""javascript"",""inventory"",""framework"",""bootstrap"",""kendo ui"",""tune sql"",""outlook"",""iis 6.0"",""testing"",""windows"",""ms-sql"",""oracle"",""jquery"",""t-sql"",""html5"",""kendo"",""mvc 4"",""html"",""ssis"",""db2"",""sql"",""xml"",""css"",""mvc"",""wcf"",""qa"",""c#""]"
sravs eturi,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-26T09:11:02.939Z,Rig Enterprise App Pvt. Ltd.,7,
Eduardo John Bores,"{""_id"":""59253b54d864c31bc0c1fdb4"",""ModifiedDateTime"":{""$date"":""2017-06-20T06:53:55.484Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b54d864c31bc0c1fdb4.png?v=20170526124009"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70892"",""Contact"":{""Name"":""Durga chikkela"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""durgachikkela@rigaps.com"",""MobileNo"":"""",""FirstName"":""Durga"",""LastName"":""chikkela"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-05T15:17:13.864Z,Rig Enterprise App Pvt. Ltd.,3,"[""determination"",""scheduling"",""methodology"",""logistics invoice verification"",""material determination"",""variant configuration"",""invoice verification"",""electronic payments"",""service management"",""production support"",""system monitoring"",""scheduling tools"",""delivery process"",""sap supply chain"",""billing process"",""abap workbench"",""data migration"",""reconciliation"",""foreign trade"",""direct input"",""sap solution"",""acquisitions"",""supply chain"",""freightview"",""sales order"",""programming"",""sapscripts"",""automotive"",""production"",""ms project"",""automation"",""brazilian"",""fi module"",""workbench"",""screening"",""inventory"",""logistics"",""six sigma"",""sap abap"",""accounts"",""analysis"",""training"",""trading"",""sap r/3"",""testing"",""writing"",""storage"",""planned"",""vendors"",""sap crm"",""sap ecc"",""sap srm"",""billing"",""sap sd"",""asap"",""bapi"",""itil"",""eccn"",""rfid"",""abap"",""lis"",""tsw"",""etl"",""srm"",""ots"",""dts"",""crm"",""xml"",""mrp"",""edi"",""fi"",""sap""]"
Eduardo Bores,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-05T10:17:43.777Z,Rig Enterprise App Pvt. Ltd.,1,"[""logistics invoice verification"",""material determination"",""variant configuration"",""invoice verification"",""electronic payments"",""service management"",""system monitoring"",""scheduling tools"",""delivery process"",""sap supply chain"",""billing process"",""abap workbench"",""data migration"",""reconciliation"",""foreign trade"",""direct input"",""sap solution"",""acquisitions"",""supply chain"",""freightview"",""sales order"",""programming"",""sapscripts"",""automotive"",""production"",""ms project"",""automation"",""brazilian"",""fi module"",""workbench"",""screening"",""inventory"",""logistics"",""six sigma"",""sap abap"",""accounts"",""analysis"",""training"",""trading"",""sap r/3"",""testing"",""writing"",""storage"",""planned"",""vendors"",""sap crm"",""sap ecc"",""sap srm"",""taxware"",""billing"",""sap sd"",""bapi"",""eccn"",""rfid"",""abap"",""lis"",""tsw"",""etl"",""srm"",""ots"",""dts"",""crm"",""xml"",""mrp"",""edi"",""fi"",""sap""]"
Lakshmi Munnungi,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-05T10:26:21.479Z,Rig Enterprise App Pvt. Ltd.,1,"[""management"",""business objects web intelligence"",""webdynpro java development"",""configuration management"",""development environment"",""requirements gathering"",""ess/mss java webdynpro"",""onsite co-ordination"",""mdm java development"",""transport management"",""document management"",""rational clear case"",""mdm java components"",""application design"",""sap authorizations"",""content management"",""portal integration"",""use case analysis"",""actuate reporting"",""business packages"",""java development"",""business objects"",""oracle database"",""java components"",""excel workbooks"",""visual composer"",""user interface"",""java webdynpro"",""webdynpro java"",""webdynpro abap"",""documentation"",""dream weaver"",""unit testing"",""java servlet"",""lotus domino"",""broadcasting"",""code review"",""sales order"",""oracle jdbc"",""ms exchange"",""customizing"",""sap ess/mss"",""bug fixing"",""middleware"",""production"",""adobe flex"",""sap portal"",""ui design"",""ecommerce"",""transport"",""websphere"",""ms share"",""removing"",""sql 2005"",""sap fscm"",""intranet"",""mercury"",""testing"",""sap ess"",""srm 5.0"",""sap ppm"",""ess/mss"",""gateway"",""windows"",""sap ecc"",""sap bw"",""sap r3"",""spnego"",""sap bi"",""sap mm"",""oracle"",""jquery"",""struts"",""basic"",""iview"",""htmlb"",""safe"",""smtp"",""j2ee"",""ldap"",""trex"",""fscm"",""jira"",""abap"",""nwdi"",""nwds"",""jdbc"",""ajax"",""java"",""lld"",""jca"",""bsp"",""ssl"",""jco"",""erp"",""ecc"",""api"",""ppm"",""crm"",""srm"",""ess"",""sso"",""uml"",""xml"",""ejb"",""jsp"",""mdm"",""qa"",""sap""]"
Con fisrt,"{""_id"":""59255b98d864c31bc0c209db"",""ModifiedDateTime"":{""$date"":""2017-07-07T13:57:23.451Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""recruiter"",""QBUserId"":""70924"",""Contact"":{""Name"":""govind pokuri"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""govind@rigaps.com"",""MobileNo"":"""",""FirstName"":""govind"",""LastName"":""pokuri"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-05T10:42:17.476Z,Rig Enterprise App Pvt. Ltd.,1,"[""supply chain business processes"",""requirement specifications"",""jitterbit data loader"",""approval processes"",""business processes"",""approval process"",""validation rules"",""technical teams"",""microsoft excel"",""data modelling"",""user interface"",""customizations"",""specifications"",""salesforce crm"",""sqlserver2000"",""force.com ide"",""windows 2000"",""data quality"",""visual force"",""maintaining"",""data loader"",""eclipse ide"",""customizing"",""controllers"",""sql server"",""image now"",""ms office"",""ms visio"",""analysis"",""rest api"",""accounts"",""planned"",""eclipse"",""testing"",""windows"",""gmail"",""rally"",""visio"",""excel"",""rules"",""http"",""saml"",""java"",""html"",""ajax"",""sosl"",""soql"",""flow"",""ecm"",""brd"",""api"",""sql"",""xml"",""crm""]"
,"{""_id"":""59253b54d864c31bc0c1fdb4"",""ModifiedDateTime"":{""$date"":""2017-06-20T06:53:55.484Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b54d864c31bc0c1fdb4.png?v=20170526124009"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70892"",""Contact"":{""Name"":""Durga chikkela"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""durgachikkela@rigaps.com"",""MobileNo"":"""",""FirstName"":""Durga"",""LastName"":""chikkela"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-11T12:41:06.301Z,Rig Enterprise App Pvt. Ltd.,2,"[""management"",""web logic application server"",""content delivery framework"",""spring mvc controllers"",""performance tuning"",""stored procedures"",""spring tool suite"",""spring security"",""build process"",""authorization"",""data transfer"",""apache tomcat"",""provisioning"",""unit testing"",""health check"",""web services"",""eclipse 3.2"",""programming"",""spring ldap"",""controllers"",""data access"",""production"",""reflection"",""spring aop"",""struts 1.1"",""spring mvc"",""apache cxf"",""mq series"",""hibernate"",""web logic"",""servlets"",""jdk 1.5"",""jax-rpc"",""struts2"",""jenkins"",""windows"",""eclipse"",""testing"",""tivoli"",""apache"",""jquery"",""oracle"",""sphere"",""struts"",""html5"",""maven"",""linux"",""junit"",""jaas"",""java"",""flow"",""ejbs"",""mvno"",""json"",""wsdl"",""soap"",""wsad"",""xslt"",""ldap"",""ajax"",""html"",""jdbc"",""xsl"",""ftp"",""jsf"",""dom"",""dao"",""css"",""db2"",""sql"",""svn"",""xml"",""jsp"",""aop"",""mvc"",""jms""]"
,"{""_id"":""59253bf2d864c31bc0c1fe46"",""ModifiedDateTime"":{""$date"":""2017-06-29T10:30:27.888Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253bf2d864c31bc0c1fe46.png?v=20170804094809"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70897"",""Contact"":{""Name"":""vinu rec"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""vinurec@getnada.com"",""MobileNo"":""+16416464114"",""FirstName"":""vinu"",""LastName"":""rec"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-05T11:07:52.826Z,Abrakadabra,1,"[""sql server 2008 r2"",""visual studio 2008"",""visual studio 2010"",""visual studio 2012"",""sql server 2012"",""asp.net mvc 4.0"",""ms sql server"",""visual studio"",""asp.net mvc"",""sql server"",""vs 2010"",""asp.net"",""module"",""rally"",""html5"",""oops"",""ssis"",""jira"",""ccar"",""css3"",""etl"",""sql"",""mvc"",""wcf"",""c#""]"
sushmitha pam,"{""_id"":""59253b54d864c31bc0c1fdb4"",""ModifiedDateTime"":{""$date"":""2017-06-20T06:53:55.484Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b54d864c31bc0c1fdb4.png?v=20170526124009"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70892"",""Contact"":{""Name"":""Durga chikkela"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""durgachikkela@rigaps.com"",""MobileNo"":"""",""FirstName"":""Durga"",""LastName"":""chikkela"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-11T12:43:55.520Z,Rig Enterprise App Pvt. Ltd.,2,
